clientReference,accountReference,effectiveDateTime,iban,paymentType,paymentSubtype
39260,339260,1998-10-23,360,Crypto Transfers,Transfer in
39261,339261,1998-10-22,361,Wire,Wire In
39262,339262,1998-10-21,362,ACH,ACH In
39263,339263,1998-10-20,363,Customer Contact,Address
39264,339264,1998-10-19,364,Customer Contact,E-mail
39265,339265,1998-10-18,365,ACAT,ACAT Out
39266,339266,1998-10-17,366,ACH,ACH In
39267,339267,1998-10-16,367,ACH,ACH In
39268,339268,1998-10-15,368,Crypto Transfers,Transfer out
39269,339269,1998-10-14,369,ACAT,ACAT In
39270,339270,1998-10-13,370,ACH,ACH Out
39271,339271,1998-10-12,371,ACH,ACH In
39272,339272,1998-10-11,372,Crypto Transfers,Transfer in
39273,339273,1998-10-10,373,Wire,Wire In
39274,339274,1998-10-09,374,Customer Contact,Phone Number
39275,339275,1998-10-08,375,ACH,ACH Out
39276,339276,1998-10-07,376,Wire,Wire In
39277,339277,1998-10-06,377,Crypto Transfers,Transfer in
39278,339278,1998-10-05,378,ACAT,ACAT In
39279,339279,1998-10-04,379,Customer Contact,Name
39280,339280,1998-10-03,380,Crypto Transfers,Transfer in
39281,339281,1998-10-02,381,ACAT,ACAT Out
39282,339282,1998-10-01,382,Customer Contact,Phone Number
39283,339283,1998-09-30,383,Customer Contact,Phone Number
39284,339284,1998-09-29,384,Customer Contact,Name
39285,339285,1998-09-28,385,Customer Contact,Phone Number
39286,339286,1998-09-27,386,Wire,Wire In
39287,339287,1998-09-26,387,ACH,ACH In
39288,339288,1998-09-25,388,ACAT,ACAT In
39289,339289,1998-09-24,389,ACH,ACH In
39290,339290,1998-09-23,390,ACAT,ACAT In
39291,339291,1998-09-22,391,ACH,ACH Out
39292,339292,1998-09-21,392,Wire,Wire Out
39293,339293,1998-09-20,393,Customer Contact,E-mail
39294,339294,1998-09-19,394,ACH,ACH In
39295,339295,1998-09-18,395,Customer Contact,Name
39296,339296,1998-09-17,396,Wire,Wire In
39297,339297,1998-09-16,397,ACAT,ACAT Out
39298,339298,1998-09-15,398,ACH,ACH Out
39299,339299,1998-09-14,399,Wire,Wire In
39300,339300,1998-09-13,400,Customer Contact,Phone Number
39301,339301,1998-09-12,401,ACH,ACH Out
39302,339302,1998-09-11,402,Customer Contact,Name
39303,339303,1998-09-10,403,Wire,Wire In
39304,339304,1998-09-09,404,Crypto Transfers,Transfer in
39305,339305,1998-09-08,405,Crypto Transfers,Transfer in
39306,339306,1998-09-07,406,Wire,Wire Out
39307,339307,1998-09-06,407,Customer Contact,Address
39308,339308,1998-09-05,408,ACAT,ACAT Out
39309,339309,1998-09-04,409,Crypto Transfers,Transfer in
39310,339310,1998-09-03,410,Customer Contact,Address
39311,339311,1998-09-02,411,ACH,ACH Out
39312,339312,1998-09-01,412,Crypto Transfers,Transfer in
39313,339313,1998-08-31,413,ACAT,ACAT In
39314,339314,1998-08-30,414,Crypto Transfers,Transfer in
39315,339315,1998-08-29,415,Wire,Wire Out
39316,339316,1998-08-28,416,Crypto Transfers,Transfer out
39317,339317,1998-08-27,417,Crypto Transfers,Transfer in
39318,339318,1998-08-26,418,Customer Contact,Name
39319,339319,1998-08-25,419,Crypto Transfers,Transfer out
39320,339320,1998-08-24,420,Customer Contact,Address
39321,339321,1998-08-23,421,Crypto Transfers,Transfer in
39322,339322,1998-08-22,422,ACAT,ACAT In
39323,339323,1998-08-21,423,Wire,Wire In
39324,339324,1998-08-20,424,ACH,ACH Out
39325,339325,1998-08-19,425,ACH,ACH In
39326,339326,1998-08-18,426,ACH,ACH Out
39327,339327,1998-08-17,427,ACAT,ACAT Out
39328,339328,1998-08-16,428,Customer Contact,E-mail
39329,339329,1998-08-15,429,Wire,Wire Out
39330,339330,1998-08-14,430,ACH,ACH Out
39331,339331,1998-08-13,431,ACH,ACH In
39332,339332,1998-08-12,432,Crypto Transfers,Transfer out
39333,339333,1998-08-11,433,Customer Contact,Address
39334,339334,1998-08-10,434,ACH,ACH In
39335,339335,1998-08-09,435,ACH,ACH In
39336,339336,1998-08-08,436,Customer Contact,Phone Number
39337,339337,1998-08-07,437,ACAT,ACAT Out
39338,339338,1998-08-06,438,Customer Contact,Address
39339,339339,1998-08-05,439,Wire,Wire Out
39340,339340,1998-08-04,440,ACH,ACH Out
39341,339341,1998-08-03,441,Wire,Wire Out
39342,339342,1998-08-02,442,ACH,ACH Out
39343,339343,1998-08-01,443,Crypto Transfers,Transfer in
39344,339344,1998-07-31,444,Wire,Wire In
39345,339345,1998-07-30,445,Wire,Wire In
39346,339346,1998-07-29,446,ACH,ACH In
39347,339347,1998-07-28,447,Wire,Wire In
39348,339348,1998-07-27,448,ACAT,ACAT Out
39349,339349,1998-07-26,449,Wire,Wire In
39350,339350,1998-07-25,450,ACH,ACH In
39351,339351,1998-07-24,451,Customer Contact,E-mail
39352,339352,1998-07-23,452,Crypto Transfers,Transfer out
39353,339353,1998-07-22,453,Crypto Transfers,Transfer in
39354,339354,1998-07-21,454,Crypto Transfers,Transfer out
39355,339355,1998-07-20,455,Wire,Wire In
39356,339356,1998-07-19,456,Crypto Transfers,Transfer out
39357,339357,1998-07-18,457,ACAT,ACAT Out
39358,339358,1998-07-17,458,ACAT,ACAT Out
39359,339359,1998-07-16,459,ACAT,ACAT Out
39360,339360,1998-07-15,460,Wire,Wire Out
39361,339361,1998-07-14,461,ACH,ACH Out
39362,339362,1998-07-13,462,ACH,ACH In
39363,339363,1998-07-12,463,ACAT,ACAT In
39364,339364,1998-07-11,464,Wire,Wire Out
39365,339365,1998-07-10,465,Crypto Transfers,Transfer in
39366,339366,1998-07-09,466,Crypto Transfers,Transfer in
39367,339367,1998-07-08,467,Wire,Wire Out
39368,339368,1998-07-07,468,Wire,Wire In
39369,339369,1998-07-06,469,ACAT,ACAT In
39370,339370,1998-07-05,470,ACH,ACH In
39371,339371,1998-07-04,471,Customer Contact,Phone Number
39372,339372,1998-07-03,472,Crypto Transfers,Transfer in
39373,339373,1998-07-02,473,Wire,Wire Out
39374,339374,1998-07-01,474,Customer Contact,Name
39375,339375,1998-06-30,475,ACH,ACH Out
39376,339376,1998-06-29,476,Crypto Transfers,Transfer in
39377,339377,1998-06-28,477,ACH,ACH Out
39378,339378,1998-06-27,478,Customer Contact,Address
39379,339379,1998-06-26,479,ACH,ACH In
39380,339380,1998-06-25,480,ACH,ACH Out
39381,339381,1998-06-24,481,Wire,Wire Out
39382,339382,1998-06-23,482,Customer Contact,Address
39383,339383,1998-06-22,483,ACAT,ACAT Out
39384,339384,1998-06-21,484,ACAT,ACAT In
39385,339385,1998-06-20,485,Customer Contact,Name
39386,339386,1998-06-19,486,ACAT,ACAT Out
39387,339387,1998-06-18,487,ACH,ACH Out
39388,339388,1998-06-17,488,ACH,ACH In
39389,339389,1998-06-16,489,ACH,ACH Out
39390,339390,1998-06-15,490,ACH,ACH In
39391,339391,1998-06-14,491,Wire,Wire Out
39392,339392,1998-06-13,492,Customer Contact,Phone Number
39393,339393,1998-06-12,493,Wire,Wire In
39394,339394,1998-06-11,494,Crypto Transfers,Transfer in
39395,339395,1998-06-10,495,Wire,Wire In
39396,339396,1998-06-09,496,Customer Contact,Phone Number
39397,339397,1998-06-08,497,Wire,Wire Out
39398,339398,1998-06-07,498,Wire,Wire In
39399,339399,1998-06-06,499,Wire,Wire Out
39400,339400,1998-06-05,500,Wire,Wire Out
39401,339401,1998-06-04,501,Wire,Wire In
39402,339402,1998-06-03,502,Customer Contact,Address
39403,339403,1998-06-02,503,ACH,ACH In
39404,339404,1998-06-01,504,ACH,ACH Out
39405,339405,1998-05-31,505,Wire,Wire Out
39406,339406,1998-05-30,506,ACAT,ACAT Out
39407,339407,1998-05-29,507,Customer Contact,E-mail
39408,339408,1998-05-28,508,Wire,Wire In
39409,339409,1998-05-27,509,Customer Contact,E-mail
39410,339410,1998-05-26,510,ACH,ACH In
39411,339411,1998-05-25,511,Customer Contact,Name
39412,339412,1998-05-24,512,ACAT,ACAT Out
39413,339413,1998-05-23,513,Wire,Wire In
39414,339414,1998-05-22,514,Crypto Transfers,Transfer in
39415,339415,1998-05-21,515,Customer Contact,Phone Number
39416,339416,1998-05-20,516,Crypto Transfers,Transfer out
39417,339417,1998-05-19,517,ACAT,ACAT In
39418,339418,1998-05-18,518,Crypto Transfers,Transfer out
39419,339419,1998-05-17,519,Crypto Transfers,Transfer out
39420,339420,1998-05-16,520,Customer Contact,Address
39421,339421,1998-05-15,521,Crypto Transfers,Transfer out
39422,339422,1998-05-14,522,Customer Contact,E-mail
39423,339423,1998-05-13,523,Wire,Wire Out
39424,339424,1998-05-12,524,Crypto Transfers,Transfer in
39425,339425,1998-05-11,525,Customer Contact,Phone Number
39426,339426,1998-05-10,526,Crypto Transfers,Transfer in
39427,339427,1998-05-09,527,ACAT,ACAT In
39428,339428,1998-05-08,528,ACH,ACH Out
39429,339429,1998-05-07,529,Wire,Wire Out
39430,339430,1998-05-06,530,Wire,Wire In
39431,339431,1998-05-05,531,ACAT,ACAT In
39432,339432,1998-05-04,532,ACAT,ACAT Out
39433,339433,1998-05-03,533,Crypto Transfers,Transfer out
39434,339434,1998-05-02,534,Wire,Wire Out
39435,339435,1998-05-01,535,ACAT,ACAT Out
39436,339436,1998-04-30,536,Wire,Wire Out
39437,339437,1998-04-29,537,Customer Contact,Address
39438,339438,1998-04-28,538,Wire,Wire In
39439,339439,1998-04-27,539,Customer Contact,E-mail
39440,339440,1998-04-26,540,Customer Contact,Name
39441,339441,1998-04-25,541,ACAT,ACAT In
39442,339442,1998-04-24,542,Crypto Transfers,Transfer in
39443,339443,1998-04-23,543,ACAT,ACAT Out
39444,339444,1998-04-22,544,ACAT,ACAT Out
39445,339445,1998-04-21,545,ACAT,ACAT Out
39446,339446,1998-04-20,546,ACH,ACH Out
39447,339447,1998-04-19,547,Crypto Transfers,Transfer out
39448,339448,1998-04-18,548,ACH,ACH In
39449,339449,1998-04-17,549,ACH,ACH In
39450,339450,1998-04-16,550,ACH,ACH In
39451,339451,1998-04-15,551,ACAT,ACAT Out
39452,339452,1998-04-14,552,ACH,ACH Out
39453,339453,1998-04-13,553,Wire,Wire Out
39454,339454,1998-04-12,554,Wire,Wire Out
39455,339455,1998-04-11,555,Crypto Transfers,Transfer in
39456,339456,1998-04-10,556,Crypto Transfers,Transfer in
39457,339457,1998-04-09,557,Crypto Transfers,Transfer out
39458,339458,1998-04-08,558,Crypto Transfers,Transfer out
39459,339459,1998-04-07,559,ACH,ACH In
39460,339460,1998-04-06,560,Wire,Wire Out
39461,339461,1998-04-05,561,Wire,Wire Out
39462,339462,1998-04-04,562,ACAT,ACAT Out
39463,339463,1998-04-03,563,Crypto Transfers,Transfer out
39464,339464,1998-04-02,564,Wire,Wire Out
39465,339465,1998-04-01,565,ACH,ACH In
39466,339466,1998-03-31,566,Customer Contact,E-mail
39467,339467,1998-03-30,567,Wire,Wire Out
39468,339468,1998-03-29,568,Customer Contact,Address
39469,339469,1998-03-28,569,ACAT,ACAT In
39470,339470,1998-03-27,570,Wire,Wire In
39471,339471,1998-03-26,571,Customer Contact,Phone Number
39472,339472,1998-03-25,572,Wire,Wire In
39473,339473,1998-03-24,573,Crypto Transfers,Transfer out
39474,339474,1998-03-23,574,Customer Contact,Address
39475,339475,1998-03-22,575,Wire,Wire In
39476,339476,1998-03-21,576,Wire,Wire Out
39477,339477,1998-03-20,577,Wire,Wire In
39478,339478,1998-03-19,578,Crypto Transfers,Transfer in
39479,339479,1998-03-18,579,Wire,Wire Out
39480,339480,1998-03-17,580,Wire,Wire Out
39481,339481,1998-03-16,581,Crypto Transfers,Transfer in
39482,339482,1998-03-15,582,ACH,ACH In
39483,339483,1998-03-14,583,Customer Contact,Name
39484,339484,1998-03-13,584,Customer Contact,Name
39485,339485,1998-03-12,585,ACH,ACH Out
39486,339486,1998-03-11,586,Wire,Wire In
39487,339487,1998-03-10,587,ACH,ACH In
39488,339488,1998-03-09,588,Customer Contact,E-mail
39489,339489,1998-03-08,589,ACAT,ACAT Out
39490,339490,1998-03-07,590,ACH,ACH Out
39491,339491,1998-03-06,591,ACH,ACH In
39492,339492,1998-03-05,592,ACH,ACH Out
39493,339493,1998-03-04,593,Customer Contact,Address
39494,339494,1998-03-03,594,Wire,Wire Out
39495,339495,1998-03-02,595,Customer Contact,Address
39496,339496,1998-03-01,596,Crypto Transfers,Transfer in
39497,339497,1998-02-28,597,Customer Contact,E-mail
39498,339498,1998-02-27,598,ACH,ACH In
39499,339499,1998-02-26,599,Crypto Transfers,Transfer in
39500,339500,1998-02-25,600,Crypto Transfers,Transfer out
39501,339501,1998-02-24,601,ACAT,ACAT In
39502,339502,1998-02-23,602,ACAT,ACAT In
39503,339503,1998-02-22,603,ACAT,ACAT Out
39504,339504,1998-02-21,604,Crypto Transfers,Transfer in
39505,339505,1998-02-20,605,ACAT,ACAT Out
39506,339506,1998-02-19,606,ACH,ACH Out
39507,339507,1998-02-18,607,Customer Contact,E-mail
39508,339508,1998-02-17,608,Wire,Wire Out
39509,339509,1998-02-16,609,Customer Contact,Address
39510,339510,1998-02-15,610,ACAT,ACAT In
39511,339511,1998-02-14,611,Crypto Transfers,Transfer out
39512,339512,1998-02-13,612,Customer Contact,E-mail
39513,339513,1998-02-12,613,Customer Contact,Name
39514,339514,1998-02-11,614,ACAT,ACAT In
39515,339515,1998-02-10,615,Crypto Transfers,Transfer out
39516,339516,1998-02-09,616,Crypto Transfers,Transfer in
39517,339517,1998-02-08,617,ACAT,ACAT In
39518,339518,1998-02-07,618,ACAT,ACAT Out
39519,339519,1998-02-06,619,ACAT,ACAT In
39520,339520,1998-02-05,620,Wire,Wire Out
39521,339521,1998-02-04,621,Wire,Wire Out
39522,339522,1998-02-03,622,Customer Contact,Address
39523,339523,1998-02-02,623,Crypto Transfers,Transfer in
39524,339524,1998-02-01,624,ACAT,ACAT In
39525,339525,1998-01-31,625,ACAT,ACAT Out
39526,339526,1998-01-30,626,Customer Contact,Name
39527,339527,1998-01-29,627,Crypto Transfers,Transfer in
39528,339528,1998-01-28,628,ACAT,ACAT In
39529,339529,1998-01-27,629,ACH,ACH In
39530,339530,1998-01-26,630,ACAT,ACAT Out
39531,339531,1998-01-25,631,Wire,Wire Out
39532,339532,1998-01-24,632,Crypto Transfers,Transfer out
39533,339533,1998-01-23,633,Wire,Wire Out
39534,339534,1998-01-22,634,Customer Contact,E-mail
39535,339535,1998-01-21,635,ACAT,ACAT In
39536,339536,1998-01-20,636,ACAT,ACAT In
39537,339537,1998-01-19,637,ACAT,ACAT Out
39538,339538,1998-01-18,638,Customer Contact,E-mail
39539,339539,1998-01-17,639,Crypto Transfers,Transfer out
39540,339540,1998-01-16,640,ACAT,ACAT In
39541,339541,1998-01-15,641,ACAT,ACAT Out
39542,339542,1998-01-14,642,Crypto Transfers,Transfer in
39543,339543,1998-01-13,643,Wire,Wire In
39544,339544,1998-01-12,644,ACH,ACH In
39545,339545,1998-01-11,645,ACH,ACH Out
39546,339546,1998-01-10,646,Crypto Transfers,Transfer in
39547,339547,1998-01-09,647,Customer Contact,Name
39548,339548,1998-01-08,648,Customer Contact,Name
39549,339549,1998-01-07,649,Wire,Wire In
39550,339550,1998-01-06,650,ACAT,ACAT In
39551,339551,1998-01-05,651,Wire,Wire In
39552,339552,1998-01-04,652,Wire,Wire Out
39553,339553,1998-01-03,653,ACAT,ACAT In
39554,339554,1998-01-02,654,Wire,Wire Out
39555,339555,1998-01-01,655,Customer Contact,Name
39556,339556,1997-12-31,656,Customer Contact,Address
39557,339557,1997-12-30,657,ACAT,ACAT Out
39558,339558,1997-12-29,658,Customer Contact,E-mail
39559,339559,1997-12-28,659,Crypto Transfers,Transfer in
39560,339560,1997-12-27,660,Customer Contact,Phone Number
39561,339561,1997-12-26,661,Customer Contact,Address
39562,339562,1997-12-25,662,Customer Contact,Address
39563,339563,1997-12-24,663,ACAT,ACAT Out
39564,339564,1997-12-23,664,Wire,Wire In
39565,339565,1997-12-22,665,ACAT,ACAT In
39566,339566,1997-12-21,666,Wire,Wire Out
39567,339567,1997-12-20,667,ACAT,ACAT In
39568,339568,1997-12-19,668,ACAT,ACAT Out
39569,339569,1997-12-18,669,Wire,Wire In
39570,339570,1997-12-17,670,Wire,Wire Out
39571,339571,1997-12-16,671,Wire,Wire Out
39572,339572,1997-12-15,672,Customer Contact,E-mail
39573,339573,1997-12-14,673,Customer Contact,Phone Number
39574,339574,1997-12-13,674,ACH,ACH In
39575,339575,1997-12-12,675,Customer Contact,E-mail
39576,339576,1997-12-11,676,Crypto Transfers,Transfer out
39577,339577,1997-12-10,677,Wire,Wire Out
39578,339578,1997-12-09,678,Wire,Wire Out
39579,339579,1997-12-08,679,ACH,ACH Out
39580,339580,1997-12-07,680,Wire,Wire Out
39581,339581,1997-12-06,681,ACAT,ACAT In
39582,339582,1997-12-05,682,Crypto Transfers,Transfer in
39583,339583,1997-12-04,683,Wire,Wire In
39584,339584,1997-12-03,684,Customer Contact,Address
39585,339585,1997-12-02,685,ACH,ACH Out
39586,339586,1997-12-01,686,Wire,Wire Out
39587,339587,1997-11-30,687,Customer Contact,E-mail
39588,339588,1997-11-29,688,Wire,Wire In
39589,339589,1997-11-28,689,Customer Contact,Name
39590,339590,1997-11-27,690,Crypto Transfers,Transfer in
39591,339591,1997-11-26,691,Crypto Transfers,Transfer out
39592,339592,1997-11-25,692,Customer Contact,Phone Number
39593,339593,1997-11-24,693,Customer Contact,Name
39594,339594,1997-11-23,694,Customer Contact,Phone Number
39595,339595,1997-11-22,695,Crypto Transfers,Transfer out
39596,339596,1997-11-21,696,ACH,ACH In
39597,339597,1997-11-20,697,Customer Contact,Name
39598,339598,1997-11-19,698,Customer Contact,Phone Number
39599,339599,1997-11-18,699,Crypto Transfers,Transfer out
39600,339600,1997-11-17,700,ACAT,ACAT In
39601,339601,1997-11-16,701,ACAT,ACAT Out
39602,339602,1997-11-15,702,Customer Contact,Phone Number
39603,339603,1997-11-14,703,ACAT,ACAT In
39604,339604,1997-11-13,704,Customer Contact,Phone Number
39605,339605,1997-11-12,705,Crypto Transfers,Transfer out
39606,339606,1997-11-11,706,ACAT,ACAT In
39607,339607,1997-11-10,707,Crypto Transfers,Transfer out
39608,339608,1997-11-09,708,Crypto Transfers,Transfer in
39609,339609,1997-11-08,709,ACAT,ACAT Out
39610,339610,1997-11-07,710,Wire,Wire Out
39611,339611,1997-11-06,711,Wire,Wire In
39612,339612,1997-11-05,712,Wire,Wire Out
39613,339613,1997-11-04,713,ACAT,ACAT Out
39614,339614,1997-11-03,714,Wire,Wire In
39615,339615,1997-11-02,715,ACAT,ACAT In
39616,339616,1997-11-01,716,Crypto Transfers,Transfer out
39617,339617,1997-10-31,717,Customer Contact,E-mail
39618,339618,1997-10-30,718,ACAT,ACAT In
39619,339619,1997-10-29,719,Customer Contact,E-mail
39620,339620,1997-10-28,720,Wire,Wire In
39621,339621,1997-10-27,721,Customer Contact,Name
39622,339622,1997-10-26,722,Crypto Transfers,Transfer out
39623,339623,1997-10-25,723,Wire,Wire In
39624,339624,1997-10-24,724,Customer Contact,Address
39625,339625,1997-10-23,725,Customer Contact,Name
39626,339626,1997-10-22,726,Crypto Transfers,Transfer out
39627,339627,1997-10-21,727,ACAT,ACAT Out
39628,339628,1997-10-20,728,ACAT,ACAT In
39629,339629,1997-10-19,729,ACAT,ACAT In
39630,339630,1997-10-18,730,ACAT,ACAT In
39631,339631,1997-10-17,731,ACAT,ACAT In
39632,339632,1997-10-16,732,Customer Contact,Phone Number
39633,339633,1997-10-15,733,Customer Contact,E-mail
39634,339634,1997-10-14,734,ACH,ACH Out
39635,339635,1997-10-13,735,Customer Contact,Address
39636,339636,1997-10-12,736,ACAT,ACAT Out
39637,339637,1997-10-11,737,Crypto Transfers,Transfer out
39638,339638,1997-10-10,738,Crypto Transfers,Transfer out
39639,339639,1997-10-09,739,ACAT,ACAT Out
39640,339640,1997-10-08,740,Wire,Wire Out
39641,339641,1997-10-07,741,Customer Contact,Name
39642,339642,1997-10-06,742,ACAT,ACAT In
39643,339643,1997-10-05,743,ACH,ACH In
39644,339644,1997-10-04,744,ACH,ACH Out
39645,339645,1997-10-03,745,ACH,ACH In
39646,339646,1997-10-02,746,ACAT,ACAT In
39647,339647,1997-10-01,747,ACAT,ACAT In
39648,339648,1997-09-30,748,ACH,ACH In
39649,339649,1997-09-29,749,ACH,ACH Out
39650,339650,1997-09-28,750,Wire,Wire Out
39651,339651,1997-09-27,751,Wire,Wire In
39652,339652,1997-09-26,752,ACAT,ACAT In
39653,339653,1997-09-25,753,ACAT,ACAT In
39654,339654,1997-09-24,754,Customer Contact,Phone Number
39655,339655,1997-09-23,755,ACH,ACH Out
39656,339656,1997-09-22,756,Crypto Transfers,Transfer out
39657,339657,1997-09-21,757,Wire,Wire In
39658,339658,1997-09-20,758,ACAT,ACAT In
39659,339659,1997-09-19,759,ACH,ACH Out
39660,339660,1997-09-18,760,Crypto Transfers,Transfer out
39661,339661,1997-09-17,761,Customer Contact,Phone Number
39662,339662,1997-09-16,762,ACAT,ACAT Out
39663,339663,1997-09-15,763,ACH,ACH Out
39664,339664,1997-09-14,764,ACH,ACH In
39665,339665,1997-09-13,765,ACH,ACH In
39666,339666,1997-09-12,766,Wire,Wire Out
39667,339667,1997-09-11,767,Customer Contact,Address
39668,339668,1997-09-10,768,ACAT,ACAT Out
39669,339669,1997-09-09,769,Crypto Transfers,Transfer in
39670,339670,1997-09-08,770,ACAT,ACAT In
39671,339671,1997-09-07,771,ACAT,ACAT Out
39672,339672,1997-09-06,772,Customer Contact,Address
39673,339673,1997-09-05,773,ACH,ACH In
39674,339674,1997-09-04,774,Wire,Wire Out
39675,339675,1997-09-03,775,ACH,ACH Out
39676,339676,1997-09-02,776,ACH,ACH In
